$855,telecommunications$
$855,transportation$
$856,SaaS$
$856,enterprise software$
$856,point of sale$
$856,labor optimization$
$858,social media$
$858,small and medium businesses$
$859,SaaS$
$859,brand marketing$
$859,data integration$
$859,integrated marketing$
$867,education$
$867,k 12 education$
$867,non profit$
$873,SaaS$
$873,sales and marketing$
$873,business intelligence$
$873,small and medium businesses$
$882,mobile$
$882,SaaS$
$882,food and beverages$
$882,facebook applications$
$882,social media platforms$
$882,application platforms$
$882,social media marketing$
$900,education$
$900,marketplaces$
$904,SaaS$
$904,social recruiting$
$904,recruiting$
$907,SaaS$
$907,application platforms$
$907,web development$
$907,web cms$
$915,e-commerce$
$915,payments$
$915,small and medium businesses$
$915,startups$
$917,education$
$917,social recruiting$
$917,recruiting$
$917,college recruiting$
$919,advertising$
$919,local advertising$
$923,fitness$
$923,platforms$
$923,marketplaces$
$923,personal health$
$924,mobile$
$924,social games$
$924,facebook applications$
$924,social media platforms$
$925,social media$
$925,video streaming$
$925,video conferencing$
$925,video chat$
$930,social media$
$930,games$
$930,video streaming$
$930,collaboration$
$933,personal finance$
$933,deals$
$933,discounts$
$933,credit cards$
$937,business services$
$937,contact management$
$937,public relations$
$942,manufacturing$
$946,health and wellness$
$946,diabetes$
$946,interface design$
$954,search$
$954,online travel$
$954,reviews and recommendations$
$954,lifestyle products$
$956,cloud computing$
$956,information services$
$956,intelligent systems$
$956,personalization$
$963,recruiting$
$963,professional networking$
$966,mobile$
$966,location based services$
$966,iphone$
$966,maps$
$967,curated web$
$972,marketplaces$
$972,design$
$972,interior design$
$972,architecture$
$975,telecommunications$
$975,big data$
$975,maps$
$975,sensors$
$979,health care$
$979,medical$
$979,health care information technology$
$979,doctors$
$982,SaaS$
$982,development platforms$
$982,application platforms$
$982,paas$
$987,CRM$
$987,human resources$
$987,contact management$
$987,social crm$
$990,education$
$993,CRM$
$993,business productivity$
$993,project management$
$993,productivity software$
$994,consumer internet$
$994,recruiting$
$994,human resources$
$995,clean energy$
$999,hardware$
$999,semiconductors$
$1003,social media$
$1003,advertising$
$1003,big data$
$1003,Native Advertising$
$1023,mobile$
$1023,education$
$1023,educational games$
$1023,Brain Health$
$1034,SaaS$
$1034,enterprise resource planning$
$1034,global$
$1034,inventory and sales management$
$1043,enterprise software$
$1043,e-commerce$
$1043,big data$
$1045,mobile$
$1045,social media$
$1045,music$
$1045,entertainment$
$1051,usability$
$1074,mobile$
$1074,mobile commerce$
$1074,online reservations$
$1074,outdoors$
$1077,curated web$
$1080,consumer internet$
$1080,social media$
$1080,media$
$1080,analytics$
$1091,social media$
$1091,CRM$
$1091,facebook applications$
$1091,small and medium businesses$
$1095,education$
$1095,business services$
$1095,small and medium businesses$
$1095,university students$
$1097,SaaS$
$1097,CRM$
$1097,professional networking$
$1099,mobile$
$1099,SaaS$
$1099,real estate$
$1099,field support services$
$1102,social media$
$1102,SaaS$
$1102,sales and marketing$
$1102,analytics$
$1104,e-commerce$
$1104,marketplaces$
$1109,social media$
$1109,mobile commerce$
$1109,messaging$
$1109,retail technology$
$1110,CRM$
$1110,fashion$
$1110,marketplaces$
$1110,local$
$1124,startups$
$1124,venture capital$
$1125,mobile$
$1125,digital media$
$1125,open source$
$1125,social news$
$1136,e-commerce$
$1136,events$
$1136,ticketing$
$1140,internet tv$
$1140,smart grid$
$1140,smart building$
$1148,education$
$1148,personal finance$
$1148,university students$
$1154,medical devices$
$1154,robotics$
$1154,bionic software$
$1154,ventures for good$
$1158,information technology$
$1158,health care information technology$
$1158,hospitals$
$1158,mobile health$
$1163,cloud computing$
$1163,big data$
$1163,startups$
$1163,paas$
$1170,social media$
$1170,SaaS$
$1170,advertising platforms$
$1170,technology$
$1184,marketplaces$
$1184,consulting$
$1184,freelancers$
$1202,online travel$
$1202,marketplaces$
$1202,social commerce$
$1214,video$
$1214,social games$
$1214,video streaming$
$1214,online video advertising$
$1216,software$
$1219,social media$
$1219,social media marketing$
$1219,curated web$
$1221,video$
$1221,sports$
$1221,graphics$
$1221,college campuses$
$1222,energy$
$1222,clean energy$
$1222,energy efficiency$
$1222,renewable energies$
$1226,consumer internet$
$1226,video streaming$
$1226,video chat$
$1232,SaaS$
$1232,security$
$1232,spam filtering$
$1240,consumer internet$
$1240,search$
$1240,reputation$
$1240,public relations$
$1242,mobile$
$1242,business productivity$
$1242,email$
$1242,google apps$
$1247,consumer internet$
$1247,mobile$
$1247,mobile commerce$
$1247,predictive analytics$
$1258,e-commerce$
$1258,industrial automation$
$1258,mobile games$
$1258,3d printing$
$1269,digital media$
$1269,social media$
$1269,internet tv$
$1269,digital entertainment$
$1281,SaaS$
$1281,enterprise software$
$1281,recruiting$
$1281,collaborative consumption$
$1283,enterprise software$
$1283,analytics$
$1283,social commerce$
$1283,web tools$
$1284,consumer internet$
$1284,social media$
$1286,SaaS$
$1286,enterprise software$
$1286,business intelligence$
$1286,small and medium businesses$
$1289,health care$
$1295,health and wellness$
$1295,heathcare$
$1296,mobile$
$1296,internet$
$1296,mobile advertising$
$1296,iphone$
$1296,android$
$1296,world domination$
$1298,legal$
$1302,digital signage$
$1302,virtual reality$
$1305,retail technology$
$1305,deals$
$1306,education$
$1306,k 12 education$
$1306,teachers$
$1326,education$
$1326,recruiting$
$1326,college recruiting$
$1326,universities$
$1326,career planning$
$1328,SaaS$
$1328,education$
$1328,small and medium businesses$
$1328,productivity software$
$1342,social media$
$1342,analytics$
$1342,big data$
$1353,consumer internet$
$1353,mobile$
$1353,social media$
$1353,blogging platforms$
$1355,mobile advertising$
$1355,wireless$
$1355,retail technology$
$1355,bridging online and offline$
$1360,B2B$
$1360,mobile commerce$
$1360,communities$
$1360,wholesale$
$1377,internet$
$1377,SaaS$
$1377,health care information technology$
$1377,online reservations$
$1384,analytics$
$1384,banking$
$1410,SaaS$
$1410,advertising$
$1410,sales and marketing$
$1410,SEO$
$1415,e-commerce$
$1415,lead generation$
$1415,facebook applications$
$1415,social commerce$
$1421,twitter applications$
$1421,facebook applications$
$1421,software$
$1427,clean energy$
$1427,wind$
$1441,wine and spirits$
$1441,hospitality$
$1441,restaurants$
$1441,travel & tourism$
$1445,consumer internet$
$1445,location based services$
$1445,local$
$1445,local advertising$
$1447,mobile$
$1447,social media$
$1447,social media platforms$
$1447,iphone$
$1454,financial services$
$1454,information technology$
$1454,marketplaces$
$1454,financial exchanges$
$1467,comparison shopping$
$1467,mobile commerce$
$1467,iphone$
$1474,mobile$
$1474,internet$
$1474,ios$
$1474,outdoors$
$1480,health care information technology$
$1480,cloud data services$
$1480,elder care$
$1480,human resource automation$
$1491,retail$
$1491,business services$
$1491,hospitality$
$1491,technology$
$1497,consumer internet$
$1497,video$
$1497,social media platforms$
$1497,social television$
$1515,consumer internet$
$1515,SaaS$
$1515,video$
$1515,education$
$1515,fitness$
$1515,video streaming$
$1522,real estate$
$1526,sports$
$1526,fitness$
$1526,personal health$
$1526,health and wellness$
$1541,education$
$1541,finance$
$1546,enterprise software$
$1546,social media platforms$
$1546,professional services$
$1547,SaaS$
$1547,e-commerce$
$1547,photography$
$1547,project management$
$1556,enterprise software$
$1556,big data$
$1556,sales automation$
$1556,mobile games$
$1561,marketplaces$
$1561,design$
$1561,recruiting$
$1561,freelancers$
$1562,analytics$
$1562,performance marketing$
$1562,quantitative marketing$
$1562,social media marketing$
$1562,brand marketing$
$1562,predictive analytics$
$1562,business analytics$
$1566,SaaS$
$1566,communities$
$1566,creative$
$1569,social media$
$1569,e-commerce$
$1569,crowdsourcing$
$1589,enterprise software$
$1589,B2B$
$1589,education$
$1595,mobile$
$1595,peer-to-peer$
$1595,bridging online and offline$
$1595,chat$
$1598,online shopping$
$1618,SaaS$
$1618,ventures for good$
$1618,social fundraising$
$1618,crowdfunding$
$1620,financial services$
$1620,investment management$
$1620,personal finance$
$1620,finance technology$
$1624,consumer internet$
$1624,financial services$
$1624,startups$
$1625,mobile$
$1625,health care$
$1625,health care information technology$
$1625,heathcare$
$1627,advertising$
$1627,email marketing$
$1627,chat$
$1627,interface design$
$1639,business services$
$1639,fitness$
$1639,business productivity$
$1639,small and medium businesses$
$1653,mobile$
$1653,consumer electronics$
$1653,gadget$
$1653,hardware + software$
$1655,social media$
$1655,ventures for good$
$1655,celebrity$
$1655,Luxury$
$1657,social media$
$1657,video$
$1657,video streaming$
$1663,hardware$
$1663,semiconductors$
$1663,infrastructure$
$1663,storage$
$1664,social media$
$1664,brand marketing$
$1664,monetization$
$1664,personal branding$
$1669,social media$
$1669,search$
$1669,semantic search$
$1669,natural language processing$
$1671,social media$
$1671,video streaming$
$1671,video chat$
$1673,analytics$
$1673,health care information technology$
$1673,project management$
$1674,music$
$1675,mobile$
$1675,cloud computing$
$1675,location based services$
$1675,big data$
$1684,consumer internet$
$1684,e-commerce$
$1684,marketplaces$
$1684,social commerce$
$1688,financial services$
$1688,marketplaces$
$1688,financial exchanges$
$1688,real estate investors$
$1693,social media$
$1693,social commerce$
$1693,bridging online and offline$
$1693,active lifestyle$
$1699,clean technology$
$1699,automotive$
$1699,green$
$1699,electric vehicles$
$1701,biotechnology$
$1701,pharmaceuticals$
$1701,software$
$1701,predictive analytics$
$1702,robotics$
$1702,artificial intelligence$
$1702,consumer electronics$
$1708,SaaS$
$1708,project management$
$1708,collaboration$
$1708,interior design$
$1708,enterprise purchasing$
$1713,marketplaces$
$1713,social commerce$
$1713,mobile coupons$
$1713,technology$
$1715,enterprise software$
$1715,social recruiting$
$1715,recruiting$
$1715,human resources$
$1721,SaaS$
$1721,sales automation$
$1721,social crm$
$1721,lead management$
$1745,SaaS$
$1745,mobile commerce$
$1745,mobile payments$
$1746,twitter applications$
$1750,games$
$1750,social games$
$1750,video games$
$1750,communities$
$1752,social media$
$1752,enterprise software$
$1752,social commerce$
$1752,social media platforms$
$1755,fashion$
$1755,bridging online and offline$
$1761,SaaS$
$1761,enterprise software$
$1761,marketplaces$
$1761,social media marketing$
$1762,search$
$1762,browser extensions$
$1762,personalization$
$1766,SaaS$
$1766,enterprise software$
$1766,information technology$
$1766,B2B$
$1769,professional services$
$1778,financial services$
$1778,e-commerce$
$1778,payments$
$1783,SaaS$
$1783,development platforms$
$1783,developer tools$
$1783,web development$
$1786,social media$
$1786,social games$
$1786,film$
$1786,social television$
$1787,consumer internet$
$1787,social media$
$1787,personal health$
$1787,crowdfunding$
$1795,digital media$
$1795,social games$
$1795,video games$
$1795,game mechanics$
$1796,mobile$
$1796,SaaS$
$1796,ipad$
$1796,k 12 education$
$1806,analytics$
$1806,mobile advertising$
$1806,advertising platforms$
$1806,mobile analytics$
$1807,internet$
$1807,SaaS$
$1807,information technology$
$1807,accounting$
$1812,mobile$
$1812,marketplaces$
$1812,recruiting$
$1812,human resources$
$1815,consumer internet$
$1821,collaboration$
$1821,application platforms$
$1821,video conferencing$
$1828,social media$
$1828,sports$
$1828,predictive analytics$
$1828,big data analytics$
$1836,enterprise software$
$1836,health care$
$1836,health care information technology$
$1836,mobile health$
$1842,SaaS$
$1842,enterprise software$
$1842,big data$
$1842,social crm$
$1847,mobile$
$1847,social media$
$1847,communities$
$1847,small and medium businesses$
$1850,online travel$
$1850,deals$
$1850,social travel$
$1850,travel$
$1853,location based services$
$1853,deals$
$1853,mobile coupons$
$1853,incentives$
$1867,consumer internet$
$1867,lead generation$
$1867,sales and marketing$
$1867,insurance$
$1868,agriculture$
$1868,oil and gas$
$1868,waste management$
$1869,e-commerce$
$1869,payments$
$1869,parenting$
$1870,mobile$
$1870,location based services$
$1870,loyalty programs$
$1870,mobile coupons$
$1873,mobile$
$1873,messaging$
$1873,social media platforms$
$1873,development platforms$
$1881,SaaS$
$1881,financial services$
$1881,investment management$
$1884,consumer internet$
$1884,social commerce$
$1886,enterprise software$
$1886,business productivity$
$1886,collaboration$
$1886,ipad$
$1887,energy$
$1887,clean energy$
$1887,energy efficiency$
$1887,energy efficiency$
$1888,social commerce$
$1888,video streaming$
$1888,lifestyle products$
$1888,online video advertising$
$1889,consumer internet$
$1889,marketplaces$
$1889,crowdsourcing$
$1895,mobile$
$1895,health care$
$1895,personal health$
$1896,advertising$
$1896,entertainment$
$1896,sports$
$1897,social media$
$1897,sales and marketing$
$1897,marketplaces$
$1897,crowdsourcing$
$1926,telecommunications$
$1926,entertainment$
$1933,mobile commerce$
$1933,e commerce platforms$
$1933,retail technology$
$1933,mobile payments$
$1949,social media$
$1949,enterprise software$
$1949,real estate$
$1949,marketplaces$
$1953,enterprise software$
$1953,corporate wellness$
$1953,health and wellness$
$1953,people$
$1958,wind$
$1958,defense$
$1958,agriculture$
$1958,oil & gas$
$1962,B2B$
$1962,marketplaces$
$1963,social media$
$1963,mobile video$
$1963,studio$
$1965,health care$
$1965,consumer goods$
$1965,manufacturing$
$1974,messaging$
$1974,social media platforms$
$1974,politics$
$1974,polling$
$1975,mobile$
$1975,social media$
$1975,photography$
$1975,photo sharing$
$1979,mobile$
$1979,SaaS$
$1979,enterprise software$
$1979,development platforms$
$1982,social commerce$
$1984,consumer internet$
$1984,social media$
$1984,video$
$1984,social games$
$1997,facebook applications$
$1997,families$
$1997,babies$
$1999,mobile$
$1999,social media$
$1999,virtual currency$
$1999,big data analytics$
$2004,SaaS$
$2004,social recruiting$
$2004,recruiting$
$2010,fashion$
$2010,loyalty programs$
$2010,retail technology$
$2016,energy efficiency$
$2016,startups$
$2016,energy management$
$2016,energy it$
$2032,e-commerce$
$2032,marketplaces$
$2032,communities$
$2032,design$
$2035,deals$
$2039,education$
$2039,testing$
$2045,lead generation$
$2045,marketplaces$
$2045,local$
$2045,events$
$2049,information technology$
$2049,security$
$2049,governments$
$2049,green$
$2052,e-commerce$
$2052,fashion$
$2052,custom retail$
$2052,lifestyle$
$2060,green$
$2060,product design$
$2060,events$
$2061,social commerce$
$2061,parenting$
$2061,craigslist killers$
$2062,SaaS$
$2062,games$
$2062,information technology$
$2062,platforms$
$2079,SaaS$
$2079,social recruiting$
$2079,recruiting$
$2079,human resources$
$2081,digital media$
$2081,social media$
$2081,education$
$2081,content$
$2088,mobile$
$2088,mobile commerce$
$2088,iphone$
$2088,design$
$2106,digital media$
$2106,business services$
$2106,marketplaces$
$2106,content$
$2118,mobile$
$2118,internet$
$2118,education$
$2118,video conferencing$
$2120,restaurants$
$2120,e commerce platforms$
$2120,local advertising$
$2120,content discovery$
$2121,social games$
$2121,ios$
$2121,mac$
$2121,pc gaming$
$2130,parenting$
$2130,android$
$2135,social media$
$2135,television$
$2135,social television$
$2135,curated web$
$2148,SaaS$
$2148,cloud computing$
$2148,mobile enterprise$
$2150,consumer internet$
$2150,social media$
$2150,education$
$2150,storage$
$2161,social media$
$2161,social commerce$
$2161,online gaming$
$2163,consumer internet$
$2163,financial services$
$2163,investment management$
$2163,personal finance$
$2164,mobile$
$2164,search$
$2164,android$
$2164,mobile search$
$2168,mobile$
$2168,digital media$
$2168,SaaS$
$2168,publishing$
$2169,mobile$
$2169,social media$
$2176,college campuses$
$2176,local advertising$
$2176,university students$
$2176,local businesses$
$2188,social media$
$2188,education$
$2188,parenting$
$2197,online travel$
$2197,peer-to-peer$
$2197,marketplaces$
$2197,collaborative consumption$
$2198,social media$
$2198,sports$
$2198,fitness$
$2198,personal health$
$2204,mobile commerce$
$2204,social commerce$
$2204,reviews and recommendations$
$2204,gift card$
$2206,consumer internet$
$2206,social media$
$2206,SaaS$
$2206,small and medium businesses$
$2215,mobile$
$2215,location based services$
$2215,real time$
$2222,consumer internet$
$2222,web design$
$2222,small and medium businesses$
$2222,domains$
$2231,food and beverages$
$2231,outdoors$
$2231,vending and concessions$
$2241,games$
$2241,gambling$
$2244,SaaS$
$2244,B2B$
$2244,film$
$2244,marketplaces$
$2245,cloud computing$
$2245,development platforms$
$2245,application platforms$
$2245,paas$
$2246,digital media$
$2246,social media$
$2246,publishing$
$2247,consumer internet$
$2247,video streaming$
$2247,personal health$
$2247,health and wellness$
$2255,fashion$
$2255,marketplaces$
$2255,social commerce$
$2255,design$
$2256,digital media$
$2256,internet tv$
$2256,content$
$2258,hardware$
$2258,games$
$2258,software$
$2259,SaaS$
$2259,retail$
$2259,beauty$
$2259,health and wellness$
$2260,SaaS$
$2260,advertising$
$2260,displays$
$2260,3d technology$
$2263,education$
$2263,religion$
$2263,college campuses$
$2263,local commerce$
$2275,social media$
$2275,bridging online and offline$
$2275,professional networking$
$2284,south east asia$
$2285,retail$
$2285,manufacturing$
$2285,wholesale$
$2285,distribution$
$2294,SaaS$
$2294,small and medium businesses$
$2294,email newsletters$
$2294,email marketing$
$2304,consumer internet$
$2304,e-commerce$
$2304,social commerce$
$2304,e commerce platforms$
$2305,loyalty programs$
$2305,retail technology$
$2305,bridging online and offline$
$2305,deals$
$2310,social media$
$2310,graphics$
$2310,photography$
$2310,design$
$2313,advertising$
$2313,ad targeting$
$2313,mobile advertising$
$2316,social media$
$2316,online travel$
$2316,social media platforms$
$2316,outdoors$
$2321,mobile commerce$
$2323,film$
$2323,television$
$2323,video on demand$
$2323,personalization$
$2332,e-commerce$
$2332,online travel$
$2332,marketplaces$
$2332,social commerce$
